timestamp,session_id,query,response,crisis_flag
2025-09-26T21:25:06.634636,user_3040,hi,"* Hello there.
* I'm here to listen.
* What's on your mind today, or how can I support you?",False
2025-09-26T21:27:14.714776,user_4828,hi,"Hello there.
* I'm here to listen.
* Take your time.
* What's on your mind today?",False
2025-09-26T21:29:38.539033,user_4828,i am struggling to manage both my placements and end sem exams. how can i deal with it?,"It sounds like you're carrying a heavy load right now, and that's completely understandable.
*   Prioritize your tasks: Identify what's most urgent or impactful for both placements and exams.
*   Create a simple schedule: Dedicate specific time blocks for each, even short ones.
*   Build in small breaks: Step away for 5-10 minutes to clear your head and recharge.
*   Remember to be kind to yourself through this busy period.",False
2025-09-26T21:31:13.922982,user_4828,thank you,"You're very welcome.
*   I'm glad I could help a little.
*   Remember, it's okay to feel overwhelmed sometimes.
*   Feel free to reach out again if you need to talk more or just want to check in.",False
2025-09-26T21:32:49.555810,user_4828,my uncle is  giving me stress. how to deal with it?,"I hear that your uncle is a source of stress for you, and that can be really challenging, especially when it's family.
*   Acknowledge your feelings: It's okay to feel stressed by someone.
*   Set boundaries: Think about what you can control, like how much time you spend or what topics you discuss.
*   Focus on your well-being: Prioritize activities that help you feel calm and grounded.
*   Talk to someone you trust: Sharing your feelings with a friend or another family member can help.",False
2025-09-27T11:57:21.267145,user_5465,hey,"*   Hi there.
*   It's okay to just say ""hey.""
*   I'm here to listen, if you'd like to share what's on your mind.
*   Take your time.",False
2025-09-27T11:57:50.348890,user_5465,i feel like my friends have changed,"*   That sounds like a difficult feeling to navigate.
*   It's tough when relationships you value seem to shift.
*   Friendships can evolve over time, and noticing that can bring up a lot.
*   I'm here to listen if you want to share more about what you're noticing.",False
2025-09-27T11:58:13.697098,user_5465,they donot call me or text me anymore regarding anything,"*   That sounds incredibly painful and isolating.
*   It's natural to feel hurt and confused when communication from friends changes so significantly.
*   Feeling overlooked by people you care about can be a very difficult experience.
*   I'm here to listen if you'd like to talk more about what you're experiencing.",False
2025-09-27T11:58:32.335576,user_5465,how to deal with this?,"*   It's incredibly challenging to navigate when friendships feel distant.
*   Consider if a gentle, open conversation with a friend might help clarify things.
*   Focus on nurturing your own well-being and other connections that bring you joy.
*   Allow yourself to feel the emotions that come with this shift; your feelings are valid.",False
2025-09-27T12:00:36.948638,user_5490,hii,"* Hi there!
* How are you feeling today?
* I'm here to listen if you'd like to share.",False
2025-09-27T12:00:49.239857,user_5490,i am a bit stressed,"* I hear you. Stress can be tough.
* Take a moment, maybe a deep breath.
* Is there anything specific on your mind about it?
* I'm here to listen without judgment.",False
2025-09-27T12:01:24.036267,user_5490,i have my placement season going on and also my end term exams are approaching. how can i manage both?,"*   That's a lot to juggle, and it's completely understandable to feel stressed.
*   Try breaking down your tasks for both into smaller, manageable steps.
*   Create a flexible schedule, dedicating specific blocks for placements and exams.
*   Remember to schedule short breaks and prioritize your well-being.",False
2025-09-27T12:01:49.245886,user_5490,can u provide a detailed approach?,"*   It's great you want a structured plan. Let's break it down.
*   First, create a master list of ALL placement tasks (applications, interview prep, company research) and ALL exam topics/subjects. Break these into the smallest, actionable steps.
*   Next, develop a flexible daily/weekly schedule. Allocate specific, dedicated time blocks for placement activities AND exam study. Try to alternate between them to maintain focus.
*   Prioritize tasks based on urgency and importance. When you're in a dedicated time block, focus fully on that task, and remember to build in short, regular breaks to recharge.",False
2025-09-27T12:02:04.762498,user_5490,thank you,"*   You're very welcome.
*   Remember, taking things one step at a time is key.
*   I'm here if you need further support or just want to talk things through.",False
2025-09-27T12:03:56.939165,user_5,hello,"*   Hello there.
*   It's good to connect with you.
*   I'm here to listen if you'd like to share anything at all.
*   Take your time.",False
2025-09-27T12:04:16.189586,user_5,actually i am really having a tough time,"*   I'm truly sorry to hear that.
*   It sounds like you're carrying a heavy load right now.
*   Please know you don't have to face this alone.
*   I'm here to listen, whenever you're ready to share.",False
2025-09-27T12:05:40.001301,user_5,my family's not supportive towards my dream job and i am not able to manage their constant nagging regarding the same. but since its family i cannot completely ignore them. but sometimes i feel really alone and stresses,"*   That sounds incredibly difficult and emotionally draining to navigate.
*   It's completely understandable to feel alone and stressed when your family isn't supportive of your dream.
*   Balancing family loyalty with your personal aspirations is a significant challenge, and it's okay to feel conflicted.
*   Remember, your dreams and well-being are valid and deserve protection.",False
2025-09-27T12:06:34.017944,user_5,what to do then. should i not talk to them?,"*   That's a very difficult question to grapple with, and there's no easy answer.
*   Completely cutting off communication might not be what you want, but you can manage how and what you discuss.
*   Consider setting gentle boundaries around these specific conversations. You could say, ""I appreciate your concern, but I'd prefer not to discuss my job at this time.""
*   Protecting your peace and emotional energy is crucial as you pursue your dreams.",False
2025-09-27T12:06:53.439321,user_5,ok thank you,"*   You are very welcome.
*   I'm glad I could offer some support.
*   Remember, I'm here if you need to talk more or explore other ways to manage this.
*   Take care of yourself.",False
2025-09-27T12:09:09.156055,user_417,hii,"- Hi there!
- Glad you reached out.
- How are you feeling today?
- I'm here to listen.",False
2025-09-27T12:09:21.953982,user_417,I am really having a tough time with my family,"- I'm sorry to hear you're going through a tough time with your family.
- That sounds incredibly challenging and can be very draining.
- Your feelings are valid.
- Would you like to talk a little more about what's happening?",False
2025-09-27T12:10:02.809406,user_417,They are not supportive towards my dream career. So they keep on constantly nagging about it.,"- That sounds incredibly frustrating and disheartening.
- It's tough when your family doesn't see eye-to-eye with your passions.
- Their nagging must be very draining for you.
- Your dream career is important, and your feelings about this are completely valid.",False
2025-09-27T12:10:50.731426,user_417,Sometimes i feel really alone and depressed. Since its family i am not able to talk about it with anyone.,"- I'm truly sorry to hear you're feeling so alone and depressed.
- It's incredibly tough when you feel you can't talk to anyone, especially when family is involved.
- Your feelings are completely valid, and it's okay to feel this way.
- Please know you're not alone in navigating these difficult emotions.",False
2025-09-27T12:11:24.233757,user_417,So should i just stop talking to them cause thay are really bothering,"- It sounds like you're feeling very overwhelmed and are looking for ways to protect your peace.
- Creating some distance or setting boundaries can sometimes be a helpful step for your well-being.
- There are many ways to manage difficult family dynamics, not just an all-or-nothing approach.
- What feels right for you to protect your energy and mental health is important.",False
2025-09-27T12:11:39.270918,user_417,okay,"- Acknowledging your ""okay.""
- It sounds like you're processing a lot right now.
- Take your time with these thoughts.
- I'm here to listen if you'd like to talk more or explore any of these ideas.",False
2025-09-27T12:12:04.050604,user_417,or should i just end all this pain for them by ending my life,"- I'm truly sorry to hear you're feeling such immense pain and considering ending your life.
- It sounds like you're in a very dark place right now, and those feelings are incredibly heavy.
- Please know that you don't have to face this alone, and there are people who want to help you.
- If you're feeling like ending your life, it's crucial to reach out for immediate support. Please contact a crisis hotline right away. In the US, you can call or text 988. They are there for you 24/7.",False
2025-09-27T12:12:22.687968,user_417,I am in India,"- Thank you for letting me know you're in India.
- Your pain is still incredibly valid, and help is available right where you are.
- Please reach out to a crisis hotline immediately:
    - Vandrevala Foundation: +91 7304599837, +91 7304599838 (24/7)
    - AASRA: +91 9820466726 (24/7)
- These services are confidential and can provide immediate support. You don't have to go through this alone.",False
2025-09-27T12:12:38.969242,user_417,will they really help me?,"- It's completely understandable to feel unsure or hesitant right now.
- Yes, these services are specifically designed to help people who are feeling overwhelmed and in pain.
- They offer a safe, confidential, and non-judgmental space to talk through your feelings.
- Reaching out is a brave first step towards finding support and relief.",False
2025-09-27T12:12:46.616892,user_417,ok thank you,"- You're very welcome.
- I'm here to support you in finding the help you need.
- Please consider reaching out to one of those services when you feel ready.
- You don't have to carry this burden alone.",False
2025-09-27T12:12:57.193755,user_417,sure,"- Thank you for letting me know.
- I hope you'll consider reaching out to one of the helplines we discussed.
- They are there to provide immediate, confidential support.
- You don't have to carry this burden alone.",False
2025-09-27T12:13:00.571981,user_417,will ttyl,"- Thank you for letting me know.
- I understand you might need some time to process things.
- Please remember those crisis helplines are there for you whenever you need immediate support.
- Take care, and I'm here if you decide to reach out again.",False
2025-09-27T12:51:22.099216,user_2936,hey,"*   Hi there.
*   It's good to hear from you.
*   I'm here to listen if you'd like to share what's on your mind.
*   Take your time.",False
2025-09-27T12:52:08.380251,user_6847,hii,"*   Hello there.
*   It's good to hear from you.
*   I'm here to listen if you'd like to share anything.",False
2025-09-27T12:52:18.826674,user_6847,i am not feeling okay,"*   I hear you, and I'm sorry you're not feeling okay.
*   It takes courage to say that.
*   Please know it's alright to feel this way.
*   I'm here to listen if you'd like to share more.",False
2025-09-27T12:52:58.556404,user_6847,its actually about my family. They are not really supportive of my dream career. They keep on constantly nagging me about it.,"*   That sounds incredibly challenging and disheartening.
*   It's really tough when your family doesn't support your aspirations, especially with constant nagging.
*   Your feelings of frustration and hurt are completely understandable.
*   I'm here to listen if you'd like to explore this further.",False
2025-09-27T12:53:21.521614,user_6847,What should i do? I feel really alone and depressed sometimes,"*   It's incredibly difficult to feel alone and depressed, especially when dealing with family dynamics.
*   Your feelings are valid, and it's important to acknowledge your own dreams and the emotions they bring.
*   Consider focusing on what you can control, like setting boundaries or limiting discussions about your career with them for now.
*   Reaching out to a trusted friend, mentor, or a professional can provide valuable external support and perspective.",False
2025-09-27T12:53:39.416614,user_6847,Should i stop talking to them instead?,"*   That's a very significant question, and it sounds like you're exploring ways to protect your well-being.
*   Completely stopping communication is a major decision with long-term implications for everyone involved.
*   You might consider taking a temporary break from certain discussions or limiting contact for a period to create some space and reduce the emotional toll.
*   The most important thing is to prioritize your mental health and find strategies that support your peace of mind.",False
2025-09-27T12:53:56.130515,user_6847,How about ending my life to end this pain for them forever,"*   I hear how much pain you're in, and it sounds incredibly overwhelming right now.
*   Please know that your life is incredibly valuable, and there is support available to help you through this.
*   These intense feelings can be temporary, and you don't have to face them alone.
*   Please reach out for immediate help. You can call or text 988 in the US and Canada, or dial 111 in the UK. They are there to listen and support you right now.",False
2025-09-27T12:54:03.681692,user_6847,i am in india,"*   Thank you for letting me know you are in India.
*   It's crucial to reach out for immediate support when you're feeling this way.
*   Please connect with a helpline in India right now. You can call:
    *   Kiran Mental Health Rehabilitation Helpline: 1800-599-0019
    *   Vandrevala Foundation: 1860-2662-345 or 1800-2333-330
*   They are there to listen and help you through this difficult time.",False
2025-09-27T12:54:08.495659,user_6847,Thank you,"*   You are very welcome.
*   It takes immense strength to reach out and acknowledge these feelings.
*   Remember, you don't have to carry this burden alone.
*   I'm here to listen if you'd like to talk more, and please keep those helpline numbers close.",False
